Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Balance_Tenure__c,Event__c,Loan_Id_Ext__c,Loan_Number__c,New_Int_Rate_Type__c,New_ROI__c,Old_Int_Rate_Type__c,Old_ROI__c,Rev_Date__c,Tal_migrated__c
"a0GFf0000009Te3MAE","005Ff000001F2fFIAS","false","a0GFf0000009Te3","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00693","a00Ff000003QWFoIAO","Floating Rate","14.25","Floating Rate","13.75","2011-08-01","Yes"
"a0GFf0000009Te4MAE","005Ff000001F2fFIAS","false","a0GFf0000009Te4","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00674","a00Ff000003QWFVIA4","Floating Rate","11.5","Floating Rate","10.75","2007-04-01","Yes"
"a0GFf0000009Te5MAE","005Ff000001F2fFIAS","false","a0GFf0000009Te5","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00674","a00Ff000003QWFVIA4","Floating Rate","12.5","Floating Rate","11.5","2007-05-02","Yes"
"a0GFf0000009Te6MAE","005Ff000001F2fFIAS","false","a0GFf0000009Te6","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00674","a00Ff000003QWFVIA4","Floating Rate","13.0","Floating Rate","12.5","2008-07-22","Yes"
"a0GFf0000009Te7MAE","005Ff000001F2fFIAS","false","a0GFf0000009Te7","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00674","a00Ff000003QWFVIA4","Floating Rate","13.75","Floating Rate","13.0","2008-08-01","Yes"
"a0GFf0000009Te8MAE","005Ff000001F2fFIAS","false","a0GFf0000009Te8","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00674","a00Ff000003QWFVIA4","Floating Rate","13.0","Floating Rate","13.75","2009-01-01","Yes"
"a0GFf0000009Te9MAE","005Ff000001F2fFIAS","false","a0GFf0000009Te9","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00674","a00Ff000003QWFVIA4","Floating Rate","12.75","Floating Rate","13.0","2009-05-01","Yes"
"a0GFf0000009TeAMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeA","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00674","a00Ff000003QWFVIA4","Floating Rate","13.25","Floating Rate","12.75","2011-01-01","Yes"
"a0GFf0000009TeBMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeB","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00674","a00Ff000003QWFVIA4","Floating Rate","13.5","Floating Rate","13.25","2011-04-01","Yes"
"a0GFf0000009TeCMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeC","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00674","a00Ff000003QWFVIA4","Floating Rate","13.75","Floating Rate","13.5","2011-06-01","Yes"
"a0GFf0000009TeDMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeD","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00674","a00Ff000003QWFVIA4","Floating Rate","14.25","Floating Rate","13.75","2011-08-01","Yes"
"a0GFf0000009TeEMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeE","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00675","a00Ff000003QWFWIA4","Floating Rate","12.0","Floating Rate","12.0","2007-07-31","Yes"
"a0GFf0000009TeFMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeF","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00675","a00Ff000003QWFWIA4","Floating Rate","12.0","Floating Rate","12.0","2007-09-27","Yes"
"a0GFf0000009TeGMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeG","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00675","a00Ff000003QWFWIA4","Floating Rate","12.0","Floating Rate","12.0","2008-09-30","Yes"
"a0GFf0000009TeHMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeH","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00675","a00Ff000003QWFWIA4","Floating Rate","14.25","Floating Rate","12.0","2009-01-01","Yes"
"a0GFf0000009TeIMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeI","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00675","a00Ff000003QWFWIA4","Floating Rate","12.75","Floating Rate","14.25","2009-05-01","Yes"
"a0GFf0000009TeJMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeJ","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00675","a00Ff000003QWFWIA4","Floating Rate","13.25","Floating Rate","12.75","2011-01-01","Yes"
"a0GFf0000009TeKMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeK","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00675","a00Ff000003QWFWIA4","Floating Rate","13.5","Floating Rate","13.25","2011-04-01","Yes"
"a0GFf0000009TeLMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeL","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00675","a00Ff000003QWFWIA4","Floating Rate","13.75","Floating Rate","13.5","2011-06-01","Yes"
"a0GFf0000009TeMMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeM","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00675","a00Ff000003QWFWIA4","Floating Rate","14.25","Floating Rate","13.75","2011-08-01","Yes"
"a0GFf0000009TeNMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeN","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00673","a00Ff000003QWFUIA4","Fixed Rate","11.5","Fixed Rate","10.75","2007-04-01","Yes"
"a0GFf0000009TeOMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeO","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00673","a00Ff000003QWFUIA4","Fixed Rate","12.5","Fixed Rate","11.5","2007-05-02","Yes"
"a0GFf0000009TePMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeP","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00673","a00Ff000003QWFUIA4","Fixed Rate","13.0","Fixed Rate","12.5","2008-07-22","Yes"
"a0GFf0000009TeQMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeQ","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00673","a00Ff000003QWFUIA4","Fixed Rate","13.75","Fixed Rate","13.0","2008-08-01","Yes"
"a0GFf0000009TeRMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeR","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00673","a00Ff000003QWFUIA4","Fixed Rate","13.0","Fixed Rate","13.75","2009-01-01","Yes"
"a0GFf0000009TeSMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00673","a00Ff000003QWFUIA4","Fixed Rate","12.75","Fixed Rate","13.0","2009-05-01","Yes"
"a0GFf0000009TeTMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeT","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00673","a00Ff000003QWFUIA4","Fixed Rate","13.25","Fixed Rate","12.75","2011-01-01","Yes"
"a0GFf0000009TeUMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeU","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00673","a00Ff000003QWFUIA4","Fixed Rate","13.5","Fixed Rate","13.25","2011-04-01","Yes"
"a0GFf0000009TeVMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeV","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00673","a00Ff000003QWFUIA4","Fixed Rate","13.75","Fixed Rate","13.5","2011-06-01","Yes"
"a0GFf0000009TeWMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeW","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00673","a00Ff000003QWFUIA4","Fixed Rate","14.25","Fixed Rate","13.75","2011-08-01","Yes"
"a0GFf0000009TeXMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeX","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00673","a00Ff000003QWFUIA4","Fixed Rate","10.75","Fixed Rate","14.25","2012-08-31","Yes"
"a0GFf0000009TeYMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeY","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00677","a00Ff000003QWFYIA4","Floating Rate","11.5","Floating Rate","10.75","2007-04-01","Yes"
"a0GFf0000009TeZMAU","005Ff000001F2fFIAS","false","a0GFf0000009TeZ","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00677","a00Ff000003QWFYIA4","Floating Rate","12.5","Floating Rate","11.5","2007-05-02","Yes"
"a0GFf0000009TeaMAE","005Ff000001F2fFIAS","false","a0GFf0000009Tea","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00677","a00Ff000003QWFYIA4","Floating Rate","13.0","Floating Rate","12.5","2008-07-22","Yes"
"a0GFf0000009TebMAE","005Ff000001F2fFIAS","false","a0GFf0000009Teb","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00677","a00Ff000003QWFYIA4","Floating Rate","13.75","Floating Rate","13.0","2008-08-01","Yes"
"a0GFf0000009TecMAE","005Ff000001F2fFIAS","false","a0GFf0000009Tec","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00677","a00Ff000003QWFYIA4","Floating Rate","13.0","Floating Rate","13.75","2009-01-01","Yes"
"a0GFf0000009TedMAE","005Ff000001F2fFIAS","false","a0GFf0000009Ted","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00677","a00Ff000003QWFYIA4","Floating Rate","12.75","Floating Rate","13.0","2009-05-01","Yes"
"a0GFf0000009TeeMAE","005Ff000001F2fFIAS","false","a0GFf0000009Tee","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00677","a00Ff000003QWFYIA4","Floating Rate","13.25","Floating Rate","12.75","2011-01-01","Yes"
"a0GFf0000009TefMAE","005Ff000001F2fFIAS","false","a0GFf0000009Tef","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00677","a00Ff000003QWFYIA4","Floating Rate","13.5","Floating Rate","13.25","2011-04-01","Yes"
"a0GFf0000009TegMAE","005Ff000001F2fFIAS","false","a0GFf0000009Teg","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00677","a00Ff000003QWFYIA4","Floating Rate","13.75","Floating Rate","13.5","2011-06-01","Yes"
"a0GFf0000009TehMAE","005Ff000001F2fFIAS","false","a0GFf0000009Teh","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","005Ff000001F2fFIAS","2023-05-20T09:15:32.000Z","","","","FLOAT","HOU/DEL/0223/00677","a00Ff000003QWFYIA4","Floating Rate","14.25","Floating Rate","13.75","2011-08-01","Yes"
