Id,OwnerId,Name,Effective_From__c,Loan_Number__c,Loan_Id_Ext__c,Tal_migrated__c
a0EFf0000005pS4MAI,005Ff000001F2fFIAS,a0EFf0000005pS4,2019-01-02,a00Ff000003X6SqIAK,HOU/DEL/0223/01289,YES
a0EFf0000005pS5MAI,005Ff000001F2fFIAS,a0EFf0000005pS5,2019-01-02,a00Ff000003X6uJIAS,HOU/DEL/0223/02190,YES
a0EFf0000005pS6MAI,005Ff000001F2fFIAS,a0EFf0000005pS6,2018-08-06,a00Ff000003X7CFIA0,HOU/DEL/0223/03002,YES
a0EFf0000005pS7MAI,005Ff000001F2fFIAS,a0EFf0000005pS7,2018-08-06,a00Ff000003QSVoIAO,HOU/DEL/0223/00259,YES
a0EFf0000005pS8MAI,005Ff000001F2fFIAS,a0EFf0000005pS8,2018-08-06,a00Ff000003X7AvIAK,HOU/DEL/0223/02920,YES
a0EFf0000005pS9MAI,005Ff000001F2fFIAS,a0EFf0000005pS9,2018-08-06,a00Ff000003X7BzIAK,HOU/DEL/0223/02986,YES
a0EFf0000005pSAMAY,005Ff000001F2fFIAS,a0EFf0000005pSA,2018-08-06,a00Ff000003X7BMIA0,HOU/DEL/0223/02947,YES
a0EFf0000005pSBMAY,005Ff000001F2fFIAS,a0EFf0000005pSB,2018-08-06,a00Ff000003QOuAIAW,HOU/DEL/0223/00193,YES
a0EFf0000005pSCMAY,005Ff000001F2fFIAS,a0EFf0000005pSC,2018-08-06,a00Ff000003QSVmIAO,HOU/DEL/0223/00257,YES
a0EFf0000005pSDMAY,005Ff000001F2fFIAS,a0EFf0000005pSD,2018-08-06,a00Ff000003X7ARIA0,HOU/DEL/0223/02890,YES
a0EFf0000005pSEMAY,005Ff000001F2fFIAS,a0EFf0000005pSE,2018-08-06,a00Ff000003QSVnIAO,HOU/DEL/0223/00258,YES
a0EFf0000005pSFMAY,005Ff000001F2fFIAS,a0EFf0000005pSF,2018-08-06,a00Ff000003QPLFIA4,HOU/DEL/0223/00626,YES
a0EFf0000005pSGMAY,005Ff000001F2fFIAS,a0EFf0000005pSG,2018-08-06,a00Ff000003QPL2IAO,HOU/DEL/0223/00613,YES
a0EFf0000005pSHMAY,005Ff000001F2fFIAS,a0EFf0000005pSH,2018-08-06,a00Ff000003X7B0IAK,HOU/DEL/0223/02925,YES
a0EFf0000005pSIMAY,005Ff000001F2fFIAS,a0EFf0000005pSI,2018-08-24,a00Ff000003X79OIAS,HOU/DEL/0223/02825,YES
a0EFf0000005pSJMAY,005Ff000001F2fFIAS,a0EFf0000005pSJ,2018-08-06,a00Ff000003X7BGIA0,HOU/DEL/0223/02941,YES
a0EFf0000005pSKMAY,005Ff000001F2fFIAS,a0EFf0000005pSK,2018-09-29,a00Ff000003X7DJIA0,HOU/DEL/0223/03068,YES
a0EFf0000005pSLMAY,005Ff000001F2fFIAS,a0EFf0000005pSL,2018-09-29,a00Ff000003X7DPIA0,HOU/DEL/0223/03074,YES
a0EFf0000005pSMMAY,005Ff000001F2fFIAS,a0EFf0000005pSM,2019-01-02,a00Ff000003QSVEIA4,HOU/DEL/0223/00223,YES
a0EFf0000005pSNMAY,005Ff000001F2fFIAS,a0EFf0000005pSN,2019-01-02,a00Ff000003X77NIAS,HOU/DEL/0223/03199,YES
a0EFf0000005pSOMAY,005Ff000001F2fFIAS,a0EFf0000005pSO,2019-01-02,a00Ff000003QPLPIA4,HOU/DEL/0223/00636,YES
a0EFf0000005pSPMAY,005Ff000001F2fFIAS,a0EFf0000005pSP,2018-09-29,a00Ff000003X7A5IAK,HOU/DEL/0223/02868,YES
a0EFf0000005pSQMAY,005Ff000001F2fFIAS,a0EFf0000005pSQ,2018-09-29,a00Ff000003X79lIAC,HOU/DEL/0223/02848,YES
a0EFf0000005pSRMAY,005Ff000001F2fFIAS,a0EFf0000005pSR,2019-01-02,a00Ff000003QSVPIA4,HOU/DEL/0223/00234,YES
a0EFf0000005pSSMAY,005Ff000001F2fFIAS,a0EFf0000005pSS,2019-01-02,a00Ff000003X7DLIA0,HOU/DEL/0223/03070,YES
a0EFf0000005pSTMAY,005Ff000001F2fFIAS,a0EFf0000005pST,2019-01-02,a00Ff000003X7AjIAK,HOU/DEL/0223/02908,YES
a0EFf0000005pSUMAY,005Ff000001F2fFIAS,a0EFf0000005pSU,2019-01-02,a00Ff000003X76OIAS,HOU/DEL/0223/03138,YES
a0EFf0000005pSVMAY,005Ff000001F2fFIAS,a0EFf0000005pSV,2019-01-02,a00Ff000003X76kIAC,HOU/DEL/0223/03160,YES
a0EFf0000005pSWMAY,005Ff000001F2fFIAS,a0EFf0000005pSW,2019-01-02,a00Ff000003X7C6IAK,HOU/DEL/0223/02993,YES
a0EFf0000005pSXMAY,005Ff000001F2fFIAS,a0EFf0000005pSX,2019-01-02,a00Ff000003X7CUIA0,HOU/DEL/0223/03017,YES
a0EFf0000005pSYMAY,005Ff000001F2fFIAS,a0EFf0000005pSY,2019-01-02,a00Ff000003X77DIAS,HOU/DEL/0223/03189,YES
a0EFf0000005pSZMAY,005Ff000001F2fFIAS,a0EFf0000005pSZ,2019-01-02,a00Ff000003X779IAC,HOU/DEL/0223/03185,YES
a0EFf0000005pSaMAI,005Ff000001F2fFIAS,a0EFf0000005pSa,2018-08-28,a00Ff000003QSP2IAO,HOU/DEL/0223/00066,YES
a0EFf0000005pSbMAI,005Ff000001F2fFIAS,a0EFf0000005pSb,2019-01-02,a00Ff000003X7CjIAK,HOU/DEL/0223/03032,YES
a0EFf0000005pScMAI,005Ff000001F2fFIAS,a0EFf0000005pSc,2019-01-02,a00Ff000003X79jIAC,HOU/DEL/0223/02846,YES
a0EFf0000005pSdMAI,005Ff000001F2fFIAS,a0EFf0000005pSd,2019-01-02,a00Ff000003X6vIIAS,HOU/DEL/0223/02251,YES
a0EFf0000005pSeMAI,005Ff000001F2fFIAS,a0EFf0000005pSe,2019-01-02,a00Ff000003QOu5IAG,HOU/DEL/0223/00188,YES
a0EFf0000005pSfMAI,005Ff000001F2fFIAS,a0EFf0000005pSf,2019-01-02,a00Ff000003X79pIAC,HOU/DEL/0223/02852,YES
a0EFf0000005pSgMAI,005Ff000001F2fFIAS,a0EFf0000005pSg,2018-09-29,a00Ff000003X6QTIA0,HOU/DEL/0223/01142,YES
a0EFf0000005pShMAI,005Ff000001F2fFIAS,a0EFf0000005pSh,2018-09-29,a00Ff000003X6QIIA0,HOU/DEL/0223/01131,YES
a0EFf0000005pSiMAI,005Ff000001F2fFIAS,a0EFf0000005pSi,2018-09-29,a00Ff000003X6RHIA0,HOU/DEL/0223/01192,YES
a0EFf0000005pSjMAI,005Ff000001F2fFIAS,a0EFf0000005pSj,2018-09-29,a00Ff000003X6SIIA0,HOU/DEL/0223/01255,YES
a0EFf0000005pSkMAI,005Ff000001F2fFIAS,a0EFf0000005pSk,2018-09-29,a00Ff000003X6SRIA0,HOU/DEL/0223/01264,YES
a0EFf0000005pSlMAI,005Ff000001F2fFIAS,a0EFf0000005pSl,2018-09-29,a00Ff000003X6SUIA0,HOU/DEL/0223/01267,YES
a0EFf0000005pSmMAI,005Ff000001F2fFIAS,a0EFf0000005pSm,2018-09-29,a00Ff000003X6u6IAC,HOU/DEL/0223/02177,YES
a0EFf0000005pSnMAI,005Ff000001F2fFIAS,a0EFf0000005pSn,2019-01-02,a00Ff000003X7CxIAK,HOU/DEL/0223/03046,YES
a0EFf0000005pSoMAI,005Ff000001F2fFIAS,a0EFf0000005pSo,2019-01-02,a00Ff000003QSP7IAO,HOU/DEL/0223/00071,YES
a0EFf0000005pSpMAI,005Ff000001F2fFIAS,a0EFf0000005pSp,2019-01-02,a00Ff000003X7D4IAK,HOU/DEL/0223/03053,YES
a0EFf0000005pSqMAI,005Ff000001F2fFIAS,a0EFf0000005pSq,2019-01-02,a00Ff000003X6vOIAS,HOU/DEL/0223/02257,YES
a0EFf0000005pSrMAI,005Ff000001F2fFIAS,a0EFf0000005pSr,2019-01-02,a00Ff000003X7DsIAK,HOU/DEL/0223/03103,YES
a0EFf0000005pSsMAI,005Ff000001F2fFIAS,a0EFf0000005pSs,2019-01-02,a00Ff000003X7BhIAK,HOU/DEL/0223/02968,YES
a0EFf0000005pStMAI,005Ff000001F2fFIAS,a0EFf0000005pSt,2019-01-02,a00Ff000003X7CdIAK,HOU/DEL/0223/03026,YES
a0EFf0000005pSuMAI,005Ff000001F2fFIAS,a0EFf0000005pSu,2019-03-27,a00Ff000003X77GIAS,HOU/DEL/0223/03192,YES
a0EFf0000005pSvMAI,005Ff000001F2fFIAS,a0EFf0000005pSv,2019-03-27,a00Ff000003X77EIAS,HOU/DEL/0223/03190,YES
a0EFf0000005pSwMAI,005Ff000001F2fFIAS,a0EFf0000005pSw,2019-03-28,a00Ff000003QPLaIAO,HOU/DEL/0223/00647,YES
a0EFf0000005pSxMAI,005Ff000001F2fFIAS,a0EFf0000005pSx,2019-03-28,a00Ff000003X6SpIAK,HOU/DEL/0223/01288,YES
a0EFf0000005pSyMAI,005Ff000001F2fFIAS,a0EFf0000005pSy,2019-03-28,a00Ff000003QSOqIAO,HOU/DEL/0223/00054,YES
a0EFf0000005pSzMAI,005Ff000001F2fFIAS,a0EFf0000005pSz,2019-03-27,a00Ff000003X7BqIAK,HOU/DEL/0223/02977,YES
a0EFf0000005pT0MAI,005Ff000001F2fFIAS,a0EFf0000005pT0,2019-03-27,a00Ff000003X77KIAS,HOU/DEL/0223/03196,YES
a0EFf0000005pT1MAI,005Ff000001F2fFIAS,a0EFf0000005pT1,2019-06-28,a00Ff000003X6uSIAS,HOU/DEL/0223/02199,YES
a0EFf0000005pT2MAI,005Ff000001F2fFIAS,a0EFf0000005pT2,2019-03-27,a00Ff000003X776IAC,HOU/DEL/0223/03182,YES
a0EFf0000005pT3MAI,005Ff000001F2fFIAS,a0EFf0000005pT3,2019-03-27,a00Ff000003QSOuIAO,HOU/DEL/0223/00058,YES
a0EFf0000005pT4MAI,005Ff000001F2fFIAS,a0EFf0000005pT4,2019-03-27,a00Ff000003QSOvIAO,HOU/DEL/0223/00059,YES
a0EFf0000005pT5MAI,005Ff000001F2fFIAS,a0EFf0000005pT5,2019-01-02,a00Ff000003X76NIAS,HOU/DEL/0223/03137,YES
a0EFf0000005pT6MAI,005Ff000001F2fFIAS,a0EFf0000005pT6,2019-01-02,a00Ff000003X76nIAC,HOU/DEL/0223/03163,YES
a0EFf0000005pT7MAI,005Ff000001F2fFIAS,a0EFf0000005pT7,2019-01-02,a00Ff000003X76rIAC,HOU/DEL/0223/03167,YES
a0EFf0000005pT8MAI,005Ff000001F2fFIAS,a0EFf0000005pT8,2019-03-27,a00Ff000003X76FIAS,HOU/DEL/0223/03129,YES
a0EFf0000005pT9MAI,005Ff000001F2fFIAS,a0EFf0000005pT9,2019-01-02,a00Ff000003X77HIAS,HOU/DEL/0223/03193,YES
a0EFf0000005pTAMAY,005Ff000001F2fFIAS,a0EFf0000005pTA,2019-01-02,a00Ff000003X76QIAS,HOU/DEL/0223/03140,YES
a0EFf0000005pTBMAY,005Ff000001F2fFIAS,a0EFf0000005pTB,2019-01-02,a00Ff000003X7DmIAK,HOU/DEL/0223/03097,YES
a0EFf0000005pTCMAY,005Ff000001F2fFIAS,a0EFf0000005pTC,2019-01-02,a00Ff000003X7DbIAK,HOU/DEL/0223/03086,YES
a0EFf0000005pTDMAY,005Ff000001F2fFIAS,a0EFf0000005pTD,2019-01-02,a00Ff000003X769IAC,HOU/DEL/0223/03123,YES
a0EFf0000005pTEMAY,005Ff000001F2fFIAS,a0EFf0000005pTE,2019-01-02,a00Ff000003X76WIAS,HOU/DEL/0223/03146,YES
a0EFf0000005pTFMAY,005Ff000001F2fFIAS,a0EFf0000005pTF,2019-03-27,a00Ff000003QWFZIA4,HOU/DEL/0223/00678,YES
a0EFf0000005pTGMAY,005Ff000001F2fFIAS,a0EFf0000005pTG,2019-03-27,a00Ff000003X6SmIAK,HOU/DEL/0223/01285,YES
a0EFf0000005pTHMAY,005Ff000001F2fFIAS,a0EFf0000005pTH,2019-03-27,a00Ff000003X6S2IAK,HOU/DEL/0223/01239,YES
a0EFf0000005pTIMAY,005Ff000001F2fFIAS,a0EFf0000005pTI,2019-03-27,a00Ff000003X6tqIAC,HOU/DEL/0223/02161,YES
a0EFf0000005pTJMAY,005Ff000001F2fFIAS,a0EFf0000005pTJ,2019-03-27,a00Ff000003X6tVIAS,HOU/DEL/0223/02140,YES
a0EFf0000005pTKMAY,005Ff000001F2fFIAS,a0EFf0000005pTK,2019-03-27,a00Ff000003X6u0IAC,HOU/DEL/0223/02171,YES
a0EFf0000005pTLMAY,005Ff000001F2fFIAS,a0EFf0000005pTL,2019-03-18,a00Ff000003X78QIAS,HOU/DEL/0223/02765,YES
a0EFf0000005pTMMAY,005Ff000001F2fFIAS,a0EFf0000005pTM,2019-03-18,a00Ff000003QPL3IAO,HOU/DEL/0223/00614,YES
a0EFf0000005pTNMAY,005Ff000001F2fFIAS,a0EFf0000005pTN,2019-03-18,a00Ff000003X7DrIAK,HOU/DEL/0223/03102,YES
a0EFf0000005pTOMAY,005Ff000001F2fFIAS,a0EFf0000005pTO,2019-03-18,a00Ff000003X76PIAS,HOU/DEL/0223/03139,YES
a0EFf0000005pTPMAY,005Ff000001F2fFIAS,a0EFf0000005pTP,2019-03-18,a00Ff000003X79fIAC,HOU/DEL/0223/02842,YES
a0EFf0000005pTQMAY,005Ff000001F2fFIAS,a0EFf0000005pTQ,2019-03-18,a00Ff000003X6QEIA0,HOU/DEL/0223/01127,YES
a0EFf0000005pTRMAY,005Ff000001F2fFIAS,a0EFf0000005pTR,2019-03-18,a00Ff000003X7D6IAK,HOU/DEL/0223/03055,YES
a0EFf0000005pTSMAY,005Ff000001F2fFIAS,a0EFf0000005pTS,2019-03-18,a00Ff000003X7B2IAK,HOU/DEL/0223/02927,YES
a0EFf0000005pTTMAY,005Ff000001F2fFIAS,a0EFf0000005pTT,2019-03-18,a00Ff000003X6QjIAK,HOU/DEL/0223/01158,YES
a0EFf0000005pTUMAY,005Ff000001F2fFIAS,a0EFf0000005pTU,2019-03-18,a00Ff000003X6RhIAK,HOU/DEL/0223/01218,YES
a0EFf0000005pTVMAY,005Ff000001F2fFIAS,a0EFf0000005pTV,2019-03-18,a00Ff000003X6szIAC,HOU/DEL/0223/02108,YES
a0EFf0000005pTWMAY,005Ff000001F2fFIAS,a0EFf0000005pTW,2019-03-18,a00Ff000003X6RRIA0,HOU/DEL/0223/01202,YES
a0EFf0000005pTXMAY,005Ff000001F2fFIAS,a0EFf0000005pTX,2019-03-18,a00Ff000003X6QtIAK,HOU/DEL/0223/01168,YES
a0EFf0000005pTYMAY,005Ff000001F2fFIAS,a0EFf0000005pTY,2019-03-18,a00Ff000003X6QzIAK,HOU/DEL/0223/01174,YES
a0EFf0000005pTZMAY,005Ff000001F2fFIAS,a0EFf0000005pTZ,2019-03-18,a00Ff000003X6T2IAK,HOU/DEL/0223/01301,YES
a0EFf0000005pTaMAI,005Ff000001F2fFIAS,a0EFf0000005pTa,2019-03-18,a00Ff000003X6S5IAK,HOU/DEL/0223/01242,YES
a0EFf0000005pTbMAI,005Ff000001F2fFIAS,a0EFf0000005pTb,2019-03-30,a00Ff000003QPLQIA4,HOU/DEL/0223/00637,YES
a0EFf0000005pTcMAI,005Ff000001F2fFIAS,a0EFf0000005pTc,2019-03-30,a00Ff000003X75rIAC,HOU/DEL/0223/03105,YES
a0EFf0000005pTdMAI,005Ff000001F2fFIAS,a0EFf0000005pTd,2019-03-30,a00Ff000003X76AIAS,HOU/DEL/0223/03124,YES
a0EFf0000005pTeMAI,005Ff000001F2fFIAS,a0EFf0000005pTe,2019-03-18,a00Ff000003QOtyIAG,HOU/DEL/0223/00181,YES
a0EFf0000005pTfMAI,005Ff000001F2fFIAS,a0EFf0000005pTf,2019-03-30,a00Ff000003X772IAC,HOU/DEL/0223/03178,YES
a0EFf0000005pTgMAI,005Ff000001F2fFIAS,a0EFf0000005pTg,2019-03-18,a00Ff000003X7CiIAK,HOU/DEL/0223/03031,YES
a0EFf0000005pThMAI,005Ff000001F2fFIAS,a0EFf0000005pTh,2019-06-28,a00Ff000003X7DyIAK,HOU/DEL/0223/03208,YES
a0EFf0000005pTiMAI,005Ff000001F2fFIAS,a0EFf0000005pTi,2019-06-28,a00Ff000003X7AhIAK,HOU/DEL/0223/02906,YES
a0EFf0000005pTjMAI,005Ff000001F2fFIAS,a0EFf0000005pTj,2019-06-28,a00Ff000003X79HIAS,HOU/DEL/0223/02818,YES
a0EFf0000005pTkMAI,005Ff000001F2fFIAS,a0EFf0000005pTk,2019-06-29,a00Ff000003QSP3IAO,HOU/DEL/0223/00067,YES
a0EFf0000005pTlMAI,005Ff000001F2fFIAS,a0EFf0000005pTl,2019-06-28,a00Ff000003X78vIAC,HOU/DEL/0223/02796,YES
a0EFf0000005pTmMAI,005Ff000001F2fFIAS,a0EFf0000005pTm,2019-08-30,a00Ff000003QSOxIAO,HOU/DEL/0223/00061,YES
a0EFf0000005pTnMAI,005Ff000001F2fFIAS,a0EFf0000005pTn,2019-06-28,a00Ff000003X76bIAC,HOU/DEL/0223/03151,YES
a0EFf0000005pToMAI,005Ff000001F2fFIAS,a0EFf0000005pTo,2019-06-28,a00Ff000003X7CkIAK,HOU/DEL/0223/03033,YES
a0EFf0000005pTpMAI,005Ff000001F2fFIAS,a0EFf0000005pTp,2019-08-30,a00Ff000003X77QIAS,HOU/DEL/0223/03202,YES
a0EFf0000005pTqMAI,005Ff000001F2fFIAS,a0EFf0000005pTq,2019-08-07,a00Ff000003X76TIAS,HOU/DEL/0223/03143,YES
a0EFf0000005pTrMAI,005Ff000001F2fFIAS,a0EFf0000005pTr,2019-08-07,a00Ff000003X7AzIAK,HOU/DEL/0223/02924,YES
a0EFf0000005pTsMAI,005Ff000001F2fFIAS,a0EFf0000005pTs,2019-06-28,a00Ff000003X6w1IAC,HOU/DEL/0223/02296,YES
a0EFf0000005pTtMAI,005Ff000001F2fFIAS,a0EFf0000005pTt,2019-08-07,a00Ff000003X7DZIA0,HOU/DEL/0223/03084,YES
a0EFf0000005pTuMAI,005Ff000001F2fFIAS,a0EFf0000005pTu,2019-06-28,a00Ff000003X6vRIAS,HOU/DEL/0223/02260,YES
a0EFf0000005pTvMAI,005Ff000001F2fFIAS,a0EFf0000005pTv,2019-08-07,a00Ff000003X6vQIAS,HOU/DEL/0223/02259,YES
a0EFf0000005pTwMAI,005Ff000001F2fFIAS,a0EFf0000005pTw,2019-03-18,a00Ff000003QOtvIAG,HOU/DEL/0223/00178,YES
a0EFf0000005pTxMAI,005Ff000001F2fFIAS,a0EFf0000005pTx,2019-03-18,a00Ff000003X78yIAC,HOU/DEL/0223/02799,YES
a0EFf0000005pTyMAI,005Ff000001F2fFIAS,a0EFf0000005pTy,2019-08-07,a00Ff000003X6tSIAS,HOU/DEL/0223/02137,YES
a0EFf0000005pTzMAI,005Ff000001F2fFIAS,a0EFf0000005pTz,2019-08-07,a00Ff000003X6uAIAS,HOU/DEL/0223/02181,YES
a0EFf0000005pU0MAI,005Ff000001F2fFIAS,a0EFf0000005pU0,2019-06-28,a00Ff000003QSP4IAO,HOU/DEL/0223/00068,YES
a0EFf0000005pU1MAI,005Ff000001F2fFIAS,a0EFf0000005pU1,2019-06-01,a00Ff000003QSVGIA4,HOU/DEL/0223/00225,YES
a0EFf0000005pU2MAI,005Ff000001F2fFIAS,a0EFf0000005pU2,2019-06-01,a00Ff000003QPLLIA4,HOU/DEL/0223/00632,YES
a0EFf0000005pU3MAI,005Ff000001F2fFIAS,a0EFf0000005pU3,2019-06-01,a00Ff000003QPL4IAO,HOU/DEL/0223/00615,YES
a0EFf0000005pU4MAI,005Ff000001F2fFIAS,a0EFf0000005pU4,2019-06-01,a00Ff000003X7CeIAK,HOU/DEL/0223/03027,YES
a0EFf0000005pU5MAI,005Ff000001F2fFIAS,a0EFf0000005pU5,2019-06-01,a00Ff000003X6vXIAS,HOU/DEL/0223/02266,YES
a0EFf0000005pU6MAI,005Ff000001F2fFIAS,a0EFf0000005pU6,2019-06-01,a00Ff000003X7CfIAK,HOU/DEL/0223/03028,YES
a0EFf0000005pU7MAI,005Ff000001F2fFIAS,a0EFf0000005pU7,2019-06-01,a00Ff000003X793IAC,HOU/DEL/0223/02804,YES
a0EFf0000005pU8MAI,005Ff000001F2fFIAS,a0EFf0000005pU8,2019-06-01,a00Ff000003X6uhIAC,HOU/DEL/0223/02214,YES
a0EFf0000005pU9MAI,005Ff000001F2fFIAS,a0EFf0000005pU9,2019-06-01,a00Ff000003QPL8IAO,HOU/DEL/0223/00619,YES
a0EFf0000005pUAMAY,005Ff000001F2fFIAS,a0EFf0000005pUA,2019-06-01,a00Ff000003X7APIA0,HOU/DEL/0223/02888,YES
a0EFf0000005pUBMAY,005Ff000001F2fFIAS,a0EFf0000005pUB,2019-06-01,a00Ff000003X79dIAC,HOU/DEL/0223/02840,YES
a0EFf0000005pUCMAY,005Ff000001F2fFIAS,a0EFf0000005pUC,2019-09-09,a00Ff000003X7EBIA0,HOU/DEL/0223/03221,YES
a0EFf0000005pUDMAY,005Ff000001F2fFIAS,a0EFf0000005pUD,2019-06-01,a00Ff000003QOuTIAW,HOU/DEL/0223/00212,YES
a0EFf0000005pUEMAY,005Ff000001F2fFIAS,a0EFf0000005pUE,2019-06-01,a00Ff000003X79cIAC,HOU/DEL/0223/02839,YES
a0EFf0000005pUFMAY,005Ff000001F2fFIAS,a0EFf0000005pUF,2019-06-01,a00Ff000003X7AaIAK,HOU/DEL/0223/02899,YES
a0EFf0000005pUGMAY,005Ff000001F2fFIAS,a0EFf0000005pUG,2019-06-01,a00Ff000003QOuKIAW,HOU/DEL/0223/00203,YES
a0EFf0000005pUHMAY,005Ff000001F2fFIAS,a0EFf0000005pUH,2019-06-01,a00Ff000003QPKsIAO,HOU/DEL/0223/00603,YES
a0EFf0000005pUIMAY,005Ff000001F2fFIAS,a0EFf0000005pUI,2019-08-07,a00Ff000003X7DFIA0,HOU/DEL/0223/03064,YES
a0EFf0000005pUJMAY,005Ff000001F2fFIAS,a0EFf0000005pUJ,2019-06-01,a00Ff000003X79oIAC,HOU/DEL/0223/02851,YES
a0EFf0000005pUKMAY,005Ff000001F2fFIAS,a0EFf0000005pUK,2019-06-01,a00Ff000003QOu6IAG,HOU/DEL/0223/00189,YES
a0EFf0000005pULMAY,005Ff000001F2fFIAS,a0EFf0000005pUL,2019-06-01,a00Ff0000035JJdIAM,HOU/DEL/0223/00003,YES
a0EFf0000005pUMMAY,005Ff000001F2fFIAS,a0EFf0000005pUM,2019-06-01,a00Ff000003QSOtIAO,HOU/DEL/0223/00057,YES
a0EFf0000005pUNMAY,005Ff000001F2fFIAS,a0EFf0000005pUN,2019-06-01,a00Ff000003X7A4IAK,HOU/DEL/0223/02867,YES
a0EFf0000005pUOMAY,005Ff000001F2fFIAS,a0EFf0000005pUO,2019-06-01,a00Ff000003X7BnIAK,HOU/DEL/0223/02974,YES
a0EFf0000005pUPMAY,005Ff000001F2fFIAS,a0EFf0000005pUP,2019-06-01,a00Ff000003X7CVIA0,HOU/DEL/0223/03018,YES
a0EFf0000005pUQMAY,005Ff000001F2fFIAS,a0EFf0000005pUQ,2019-06-01,a00Ff000003X762IAC,HOU/DEL/0223/03116,YES
a0EFf0000005pURMAY,005Ff000001F2fFIAS,a0EFf0000005pUR,2019-06-01,a00Ff000003X76CIAS,HOU/DEL/0223/03126,YES
a0EFf0000005pUSMAY,005Ff000001F2fFIAS,a0EFf0000005pUS,2019-06-01,a00Ff000003X764IAC,HOU/DEL/0223/03118,YES
a0EFf0000005pUTMAY,005Ff000001F2fFIAS,a0EFf0000005pUT,2019-06-01,a00Ff000003X76EIAS,HOU/DEL/0223/03128,YES
a0EFf0000005pUUMAY,005Ff000001F2fFIAS,a0EFf0000005pUU,2019-06-01,a00Ff000003X76MIAS,HOU/DEL/0223/03136,YES
a0EFf0000005pUVMAY,005Ff000001F2fFIAS,a0EFf0000005pUV,2019-06-01,a00Ff000003X77AIAS,HOU/DEL/0223/03186,YES
a0EFf0000005pUWMAY,005Ff000001F2fFIAS,a0EFf0000005pUW,2019-06-01,a00Ff000003X75uIAC,HOU/DEL/0223/03108,YES
a0EFf0000005pUXMAY,005Ff000001F2fFIAS,a0EFf0000005pUX,2019-06-01,a00Ff000003X7DiIAK,HOU/DEL/0223/03093,YES
a0EFf0000005pUYMAY,005Ff000001F2fFIAS,a0EFf0000005pUY,2019-06-01,a00Ff000003X763IAC,HOU/DEL/0223/03117,YES
a0EFf0000005pUZMAY,005Ff000001F2fFIAS,a0EFf0000005pUZ,2019-06-01,a00Ff000003X770IAC,HOU/DEL/0223/03176,YES
a0EFf0000005pUaMAI,005Ff000001F2fFIAS,a0EFf0000005pUa,2019-06-01,a00Ff000003X76zIAC,HOU/DEL/0223/03175,YES
a0EFf0000005pUbMAI,005Ff000001F2fFIAS,a0EFf0000005pUb,2019-06-01,a00Ff000003X76iIAC,HOU/DEL/0223/03158,YES
a0EFf0000005pUcMAI,005Ff000001F2fFIAS,a0EFf0000005pUc,2019-06-01,a00Ff000003X76uIAC,HOU/DEL/0223/03170,YES
a0EFf0000005pUdMAI,005Ff000001F2fFIAS,a0EFf0000005pUd,2019-06-01,a00Ff000003X7DqIAK,HOU/DEL/0223/03101,YES
a0EFf0000005pUeMAI,005Ff000001F2fFIAS,a0EFf0000005pUe,2019-06-01,a00Ff000003X76yIAC,HOU/DEL/0223/03174,YES
a0EFf0000005pUfMAI,005Ff000001F2fFIAS,a0EFf0000005pUf,2019-06-01,a00Ff000003X6uGIAS,HOU/DEL/0223/02187,YES
a0EFf0000005pUgMAI,005Ff000001F2fFIAS,a0EFf0000005pUg,2019-06-01,a00Ff000003QSOjIAO,HOU/DEL/0223/00047,YES
a0EFf0000005pUhMAI,005Ff000001F2fFIAS,a0EFf0000005pUh,2019-06-01,a00Ff000003X6uTIAS,HOU/DEL/0223/02200,YES
a0EFf0000005pUiMAI,005Ff000001F2fFIAS,a0EFf0000005pUi,2019-06-01,a00Ff000003X6uZIAS,HOU/DEL/0223/02206,YES
a0EFf0000005pUjMAI,005Ff000001F2fFIAS,a0EFf0000005pUj,2019-06-01,a00Ff000003X6SeIAK,HOU/DEL/0223/01277,YES
a0EFf0000005pUkMAI,005Ff000001F2fFIAS,a0EFf0000005pUk,2019-06-01,a00Ff000003X6SgIAK,HOU/DEL/0223/01279,YES
a0EFf0000005pUlMAI,005Ff000001F2fFIAS,a0EFf0000005pUl,2019-06-01,a00Ff000003X6QuIAK,HOU/DEL/0223/01169,YES
a0EFf0000005pUmMAI,005Ff000001F2fFIAS,a0EFf0000005pUm,2019-06-01,a00Ff000003X6QwIAK,HOU/DEL/0223/01171,YES
a0EFf0000005pUnMAI,005Ff000001F2fFIAS,a0EFf0000005pUn,2019-06-01,a00Ff000003X6QxIAK,HOU/DEL/0223/01172,YES
a0EFf0000005pUoMAI,005Ff000001F2fFIAS,a0EFf0000005pUo,2019-06-01,a00Ff000003X6R1IAK,HOU/DEL/0223/01176,YES
a0EFf0000005pUpMAI,005Ff000001F2fFIAS,a0EFf0000005pUp,2019-06-01,a00Ff000003X6R2IAK,HOU/DEL/0223/01177,YES
a0EFf0000005pUqMAI,005Ff000001F2fFIAS,a0EFf0000005pUq,2019-06-01,a00Ff000003X6SNIA0,HOU/DEL/0223/01260,YES
a0EFf0000005pUrMAI,005Ff000001F2fFIAS,a0EFf0000005pUr,2019-06-01,a00Ff000003X6S9IAK,HOU/DEL/0223/01246,YES
a0EFf0000005pUsMAI,005Ff000001F2fFIAS,a0EFf0000005pUs,2019-06-01,a00Ff000003X6tAIAS,HOU/DEL/0223/02119,YES
