Id,OwnerId,Name,Effective_From__c,Loan_Number__c,Loan_Id_Ext__c,Tal_migrated__c
a0EFf0000005pUtMAI,005Ff000001F2fFIAS,a0EFf0000005pUt,2019-06-01,a00Ff000003X6tIIAS,HOU/DEL/0223/02127,YES
a0EFf0000005pUuMAI,005Ff000001F2fFIAS,a0EFf0000005pUu,2019-06-01,a00Ff000003X6tgIAC,HOU/DEL/0223/02151,YES
a0EFf0000005pUvMAI,005Ff000001F2fFIAS,a0EFf0000005pUv,2019-06-01,a00Ff000003X6tmIAC,HOU/DEL/0223/02157,YES
a0EFf0000005pUwMAI,005Ff000001F2fFIAS,a0EFf0000005pUw,2019-06-01,a00Ff000003X6trIAC,HOU/DEL/0223/02162,YES
a0EFf0000005pUxMAI,005Ff000001F2fFIAS,a0EFf0000005pUx,2019-06-01,a00Ff000003X6tUIAS,HOU/DEL/0223/02139,YES
a0EFf0000005pUyMAI,005Ff000001F2fFIAS,a0EFf0000005pUy,2019-06-01,a00Ff000003X76lIAC,HOU/DEL/0223/03161,YES
a0EFf0000005pUzMAI,005Ff000001F2fFIAS,a0EFf0000005pUz,2019-06-01,a00Ff000003X6tZIAS,HOU/DEL/0223/02144,YES
a0EFf0000005pV0MAI,005Ff000001F2fFIAS,a0EFf0000005pV0,2019-06-01,a00Ff000003X6taIAC,HOU/DEL/0223/02145,YES
a0EFf0000005pV1MAI,005Ff000001F2fFIAS,a0EFf0000005pV1,2019-06-01,a00Ff000003X6u3IAC,HOU/DEL/0223/02174,YES
a0EFf0000005pV2MAI,005Ff000001F2fFIAS,a0EFf0000005pV2,2019-06-01,a00Ff000003X6tyIAC,HOU/DEL/0223/02169,YES
a0EFf0000005pV3MAI,005Ff000001F2fFIAS,a0EFf0000005pV3,2019-06-01,a00Ff000003X6vCIAS,HOU/DEL/0223/02245,YES
a0EFf0000005pV4MAI,005Ff000001F2fFIAS,a0EFf0000005pV4,2019-06-01,a00Ff000003X6vLIAS,HOU/DEL/0223/02254,YES
a0EFf0000005pV5MAI,005Ff000001F2fFIAS,a0EFf0000005pV5,2019-06-01,a00Ff000003X6veIAC,HOU/DEL/0223/02273,YES
a0EFf0000005pV6MAI,005Ff000001F2fFIAS,a0EFf0000005pV6,2019-06-01,a00Ff000003X6uQIAS,HOU/DEL/0223/02197,YES
a0EFf0000005pV7MAI,005Ff000001F2fFIAS,a0EFf0000005pV7,2019-06-01,a00Ff000003X6vFIAS,HOU/DEL/0223/02248,YES
a0EFf0000005pV8MAI,005Ff000001F2fFIAS,a0EFf0000005pV8,2019-06-01,a00Ff000003QWFWIA4,HOU/DEL/0223/00675,YES
a0EFf0000005pV9MAI,005Ff000001F2fFIAS,a0EFf0000005pV9,2019-06-01,a00Ff000003QWFaIAO,HOU/DEL/0223/00679,YES
a0EFf0000005pVAMAY,005Ff000001F2fFIAS,a0EFf0000005pVA,2019-06-01,a00Ff000003QWFiIAO,HOU/DEL/0223/00687,YES
a0EFf0000005pVBMAY,005Ff000001F2fFIAS,a0EFf0000005pVB,2019-06-01,a00Ff000003QWFfIAO,HOU/DEL/0223/00684,YES
a0EFf0000005pVCMAY,005Ff000001F2fFIAS,a0EFf0000005pVC,2019-06-01,a00Ff000003X6QDIA0,HOU/DEL/0223/01126,YES
a0EFf0000005pVDMAY,005Ff000001F2fFIAS,a0EFf0000005pVD,2019-06-01,a00Ff000003X76ZIAS,HOU/DEL/0223/03149,YES
a0EFf0000005pVEMAY,005Ff000001F2fFIAS,a0EFf0000005pVE,2019-06-01,a00Ff000003X6QCIA0,HOU/DEL/0223/01125,YES
a0EFf0000005pVFMAY,005Ff000001F2fFIAS,a0EFf0000005pVF,2019-06-01,a00Ff000003X6RsIAK,HOU/DEL/0223/01229,YES
a0EFf0000005pVGMAY,005Ff000001F2fFIAS,a0EFf0000005pVG,2019-06-01,a00Ff000003X6QgIAK,HOU/DEL/0223/01155,YES
a0EFf0000005pVHMAY,005Ff000001F2fFIAS,a0EFf0000005pVH,2019-06-01,a00Ff000003X6QhIAK,HOU/DEL/0223/01156,YES
a0EFf0000005pVIMAY,005Ff000001F2fFIAS,a0EFf0000005pVI,2019-06-01,a00Ff000003X6QqIAK,HOU/DEL/0223/01165,YES
a0EFf0000005pVJMAY,005Ff000001F2fFIAS,a0EFf0000005pVJ,2019-06-01,a00Ff000003X6RYIA0,HOU/DEL/0223/01209,YES
a0EFf0000005pVKMAY,005Ff000001F2fFIAS,a0EFf0000005pVK,2019-06-01,a00Ff000003X6RZIA0,HOU/DEL/0223/01210,YES
a0EFf0000005pVLMAY,005Ff000001F2fFIAS,a0EFf0000005pVL,2019-06-01,a00Ff000003X6RlIAK,HOU/DEL/0223/01222,YES
a0EFf0000005pVMMAY,005Ff000001F2fFIAS,a0EFf0000005pVM,2019-06-01,a00Ff000003X6RFIA0,HOU/DEL/0223/01190,YES
a0EFf0000005pVNMAY,005Ff000001F2fFIAS,a0EFf0000005pVN,2019-06-01,a00Ff000003X6RGIA0,HOU/DEL/0223/01191,YES
a0EFf0000005pVOMAY,005Ff000001F2fFIAS,a0EFf0000005pVO,2019-06-01,a00Ff000003X6R7IAK,HOU/DEL/0223/01182,YES
a0EFf0000005pVPMAY,005Ff000001F2fFIAS,a0EFf0000005pVP,2019-06-01,a00Ff000003X6ROIA0,HOU/DEL/0223/01199,YES
a0EFf0000005pVQMAY,005Ff000001F2fFIAS,a0EFf0000005pVQ,2019-06-01,a00Ff000003X6SYIA0,HOU/DEL/0223/01271,YES
a0EFf0000005pVRMAY,005Ff000001F2fFIAS,a0EFf0000005pVR,2019-06-01,a00Ff000003X797IAC,HOU/DEL/0223/02808,YES
a0EFf0000005pVSMAY,005Ff000001F2fFIAS,a0EFf0000005pVS,2019-06-01,a00Ff000003QPLXIA4,HOU/DEL/0223/00644,YES
a0EFf0000005pVTMAY,005Ff000001F2fFIAS,a0EFf0000005pVT,2019-06-01,a00Ff000003X7DXIA0,HOU/DEL/0223/03082,YES
a0EFf0000005pVUMAY,005Ff000001F2fFIAS,a0EFf0000005pVU,2019-06-01,a00Ff000003QPLdIAO,HOU/DEL/0223/00650,YES
a0EFf0000005pVVMAY,005Ff000001F2fFIAS,a0EFf0000005pVV,2019-06-01,a00Ff000003X7E6IAK,HOU/DEL/0223/03216,YES
a0EFf0000005pVWMAY,005Ff000001F2fFIAS,a0EFf0000005pVW,2019-06-01,a00Ff000003X7ENIA0,HOU/DEL/0223/03233,YES
a0EFf0000005pVXMAY,005Ff000001F2fFIAS,a0EFf0000005pVX,2019-06-01,a00Ff000003X7DxIAK,HOU/DEL/0223/03207,YES
a0EFf0000005pVYMAY,005Ff000001F2fFIAS,a0EFf0000005pVY,2019-06-01,a00Ff000003X7E3IAK,HOU/DEL/0223/03213,YES
a0EFf0000005pVZMAY,005Ff000001F2fFIAS,a0EFf0000005pVZ,2019-06-01,a00Ff000003X7E5IAK,HOU/DEL/0223/03215,YES
a0EFf0000005pVaMAI,005Ff000001F2fFIAS,a0EFf0000005pVa,2019-06-01,a00Ff000003X7E1IAK,HOU/DEL/0223/03211,YES
a0EFf0000005pVbMAI,005Ff000001F2fFIAS,a0EFf0000005pVb,2019-06-01,a00Ff000003X7E9IAK,HOU/DEL/0223/03219,YES
a0EFf0000005pVcMAI,005Ff000001F2fFIAS,a0EFf0000005pVc,2019-12-03,a00Ff000003X76qIAC,HOU/DEL/0223/03166,YES
a0EFf0000005pVdMAI,005Ff000001F2fFIAS,a0EFf0000005pVd,2019-09-27,a00Ff000003X7DYIA0,HOU/DEL/0223/03083,YES
a0EFf0000005pVeMAI,005Ff000001F2fFIAS,a0EFf0000005pVe,2019-09-27,a00Ff000003X7DcIAK,HOU/DEL/0223/03087,YES
a0EFf0000005pVfMAI,005Ff000001F2fFIAS,a0EFf0000005pVf,2019-09-27,a00Ff000003X7DYIA0,HOU/DEL/0223/03083,YES
a0EFf0000005pVgMAI,005Ff000001F2fFIAS,a0EFf0000005pVg,2019-09-27,a00Ff000003X7DcIAK,HOU/DEL/0223/03087,YES
a0EFf0000005pVhMAI,005Ff000001F2fFIAS,a0EFf0000005pVh,2019-09-27,a00Ff000003X7DfIAK,HOU/DEL/0223/03090,YES
a0EFf0000005pViMAI,005Ff000001F2fFIAS,a0EFf0000005pVi,2019-12-03,a00Ff000003X7C3IAK,HOU/DEL/0223/02990,YES
a0EFf0000005pVjMAI,005Ff000001F2fFIAS,a0EFf0000005pVj,2019-12-03,a00Ff000003QSP6IAO,HOU/DEL/0223/00070,YES
a0EFf0000005pVkMAI,005Ff000001F2fFIAS,a0EFf0000005pVk,2019-12-03,a00Ff000003QSVQIA4,HOU/DEL/0223/00235,YES
a0EFf0000005pVlMAI,005Ff000001F2fFIAS,a0EFf0000005pVl,2019-12-03,a00Ff000003X7DvIAK,HOU/DEL/0223/03205,YES
a0EFf0000005pVmMAI,005Ff000001F2fFIAS,a0EFf0000005pVm,2019-12-09,a00Ff000003X7E4IAK,HOU/DEL/0223/03214,YES
a0EFf0000005pVnMAI,005Ff000001F2fFIAS,a0EFf0000005pVn,2019-09-27,a00Ff000003X7DfIAK,HOU/DEL/0223/03090,YES
a0EFf0000005pVoMAI,005Ff000001F2fFIAS,a0EFf0000005pVo,2021-01-10,a00Ff000003X7AOIA0,HOU/DEL/0223/02887,YES
a0EFf0000005pVpMAI,005Ff000001F2fFIAS,a0EFf0000005pVp,2021-01-10,a00Ff000003X7APIA0,HOU/DEL/0223/02888,YES
a0EFf0000005pVqMAI,005Ff000001F2fFIAS,a0EFf0000005pVq,2021-01-10,a00Ff000003QSOsIAO,HOU/DEL/0223/00056,YES
a0EFf0000005pVrMAI,005Ff000001F2fFIAS,a0EFf0000005pVr,2021-01-10,a00Ff000003X6vLIAS,HOU/DEL/0223/02254,YES
a0EFf0000005pVsMAI,005Ff000001F2fFIAS,a0EFf0000005pVs,2021-01-10,a00Ff000003X6uQIAS,HOU/DEL/0223/02197,YES
a0EFf0000005pVtMAI,005Ff000001F2fFIAS,a0EFf0000005pVt,2021-01-10,a00Ff000003X6veIAC,HOU/DEL/0223/02273,YES
a0EFf0000005pVuMAI,005Ff000001F2fFIAS,a0EFf0000005pVu,2021-01-10,a00Ff000003X6v8IAC,HOU/DEL/0223/02241,YES
a0EFf0000005pVvMAI,005Ff000001F2fFIAS,a0EFf0000005pVv,2021-01-10,a00Ff000003X6vCIAS,HOU/DEL/0223/02245,YES
a0EFf0000005pVwMAI,005Ff000001F2fFIAS,a0EFf0000005pVw,2021-01-10,a00Ff000003X6uOIAS,HOU/DEL/0223/02195,YES
a0EFf0000005pVxMAI,005Ff000001F2fFIAS,a0EFf0000005pVx,2021-01-10,a00Ff000003X6vFIAS,HOU/DEL/0223/02248,YES
a0EFf0000005pVyMAI,005Ff000001F2fFIAS,a0EFf0000005pVy,2019-12-09,a00Ff000003X7CTIA0,HOU/DEL/0223/03016,YES
a0EFf0000005pVzMAI,005Ff000001F2fFIAS,a0EFf0000005pVz,2019-12-09,a00Ff000003X7DkIAK,HOU/DEL/0223/03095,YES
a0EFf0000005pW0MAI,005Ff000001F2fFIAS,a0EFf0000005pW0,2021-01-10,a00Ff000003X6uGIAS,HOU/DEL/0223/02187,YES
a0EFf0000005pW1MAI,005Ff000001F2fFIAS,a0EFf0000005pW1,2021-01-10,a00Ff000003QSOjIAO,HOU/DEL/0223/00047,YES
a0EFf0000005pW2MAI,005Ff000001F2fFIAS,a0EFf0000005pW2,2021-01-10,a00Ff000003X6uTIAS,HOU/DEL/0223/02200,YES
a0EFf0000005pW3MAI,005Ff000001F2fFIAS,a0EFf0000005pW3,2019-12-09,a00Ff000003X6uVIAS,HOU/DEL/0223/02202,YES
a0EFf0000005pW4MAI,005Ff000001F2fFIAS,a0EFf0000005pW4,2021-01-10,a00Ff000003X798IAC,HOU/DEL/0223/02809,YES
a0EFf0000005pW5MAI,005Ff000001F2fFIAS,a0EFf0000005pW5,2021-01-10,a00Ff000003X799IAC,HOU/DEL/0223/02810,YES
a0EFf0000005pW6MAI,005Ff000001F2fFIAS,a0EFf0000005pW6,2021-01-10,a00Ff000003X6vXIAS,HOU/DEL/0223/02266,YES
a0EFf0000005pW7MAI,005Ff000001F2fFIAS,a0EFf0000005pW7,2021-01-10,a00Ff000003X6uFIAS,HOU/DEL/0223/02186,YES
a0EFf0000005pW8MAI,005Ff000001F2fFIAS,a0EFf0000005pW8,2021-01-10,a00Ff000003QWFWIA4,HOU/DEL/0223/00675,YES
a0EFf0000005pW9MAI,005Ff000001F2fFIAS,a0EFf0000005pW9,2021-01-10,a00Ff000003QWFfIAO,HOU/DEL/0223/00684,YES
a0EFf0000005pWAMAY,005Ff000001F2fFIAS,a0EFf0000005pWA,2021-01-10,a00Ff000003X6RsIAK,HOU/DEL/0223/01229,YES
a0EFf0000005pWBMAY,005Ff000001F2fFIAS,a0EFf0000005pWB,2021-01-10,a00Ff000003X6QgIAK,HOU/DEL/0223/01155,YES
a0EFf0000005pWCMAY,005Ff000001F2fFIAS,a0EFf0000005pWC,2021-01-10,a00Ff000003X6QhIAK,HOU/DEL/0223/01156,YES
a0EFf0000005pWDMAY,005Ff000001F2fFIAS,a0EFf0000005pWD,2021-01-10,a00Ff000003X6RZIA0,HOU/DEL/0223/01210,YES
a0EFf0000005pWEMAY,005Ff000001F2fFIAS,a0EFf0000005pWE,2021-01-10,a00Ff000003X6RFIA0,HOU/DEL/0223/01190,YES
a0EFf0000005pWFMAY,005Ff000001F2fFIAS,a0EFf0000005pWF,2021-01-10,a00Ff000003X6RGIA0,HOU/DEL/0223/01191,YES
a0EFf0000005pWGMAY,005Ff000001F2fFIAS,a0EFf0000005pWG,2021-01-10,a00Ff000003X6R7IAK,HOU/DEL/0223/01182,YES
a0EFf0000005pWHMAY,005Ff000001F2fFIAS,a0EFf0000005pWH,2021-01-10,a00Ff000003X6SYIA0,HOU/DEL/0223/01271,YES
a0EFf0000005pWIMAY,005Ff000001F2fFIAS,a0EFf0000005pWI,2021-01-10,a00Ff000003X6QuIAK,HOU/DEL/0223/01169,YES
a0EFf0000005pWJMAY,005Ff000001F2fFIAS,a0EFf0000005pWJ,2021-01-10,a00Ff000003X6R1IAK,HOU/DEL/0223/01176,YES
a0EFf0000005pWKMAY,005Ff000001F2fFIAS,a0EFf0000005pWK,2021-01-10,a00Ff000003X6SNIA0,HOU/DEL/0223/01260,YES
a0EFf0000005pWLMAY,005Ff000001F2fFIAS,a0EFf0000005pWL,2021-01-10,a00Ff000003X6tIIAS,HOU/DEL/0223/02127,YES
a0EFf0000005pWMMAY,005Ff000001F2fFIAS,a0EFf0000005pWM,2021-01-10,a00Ff000003X6tmIAC,HOU/DEL/0223/02157,YES
a0EFf0000005pWNMAY,005Ff000001F2fFIAS,a0EFf0000005pWN,2021-01-10,a00Ff000003X6trIAC,HOU/DEL/0223/02162,YES
a0EFf0000005pWOMAY,005Ff000001F2fFIAS,a0EFf0000005pWO,2021-01-10,a00Ff000003X6tyIAC,HOU/DEL/0223/02169,YES
a0EFf0000005pWPMAY,005Ff000001F2fFIAS,a0EFf0000005pWP,2021-01-10,a00Ff000003X7CfIAK,HOU/DEL/0223/03028,YES
a0EFf0000005pWQMAY,005Ff000001F2fFIAS,a0EFf0000005pWQ,2021-01-10,a00Ff000003X7DVIA0,HOU/DEL/0223/03080,YES
a0EFf0000005pWRMAY,005Ff000001F2fFIAS,a0EFf0000005pWR,2021-01-10,a00Ff000003QPL8IAO,HOU/DEL/0223/00619,YES
a0EFf0000005pWSMAY,005Ff000001F2fFIAS,a0EFf0000005pWS,2021-01-10,a00Ff000003QPLXIA4,HOU/DEL/0223/00644,YES
a0EFf0000005pWTMAY,005Ff000001F2fFIAS,a0EFf0000005pWT,2021-01-10,a00Ff000003QSVGIA4,HOU/DEL/0223/00225,YES
a0EFf0000005pWUMAY,005Ff000001F2fFIAS,a0EFf0000005pWU,2021-01-10,a00Ff000003QPL4IAO,HOU/DEL/0223/00615,YES
a0EFf0000005pWVMAY,005Ff000001F2fFIAS,a0EFf0000005pWV,2021-01-10,a00Ff000003X7CeIAK,HOU/DEL/0223/03027,YES
a0EFf0000005pWWMAY,005Ff000001F2fFIAS,a0EFf0000005pWW,2021-01-10,a00Ff000003QPLLIA4,HOU/DEL/0223/00632,YES
a0EFf0000005pWXMAY,005Ff000001F2fFIAS,a0EFf0000005pWX,2021-01-10,a00Ff000003QPLdIAO,HOU/DEL/0223/00650,YES
a0EFf0000005pWYMAY,005Ff000001F2fFIAS,a0EFf0000005pWY,2021-01-10,a00Ff000003X7AfIAK,HOU/DEL/0223/02904,YES
a0EFf0000005pWZMAY,005Ff000001F2fFIAS,a0EFf0000005pWZ,2021-01-10,a00Ff000003QOuKIAW,HOU/DEL/0223/00203,YES
a0EFf0000005pWaMAI,005Ff000001F2fFIAS,a0EFf0000005pWa,2021-01-10,a00Ff000003X79cIAC,HOU/DEL/0223/02839,YES
a0EFf0000005pWbMAI,005Ff000001F2fFIAS,a0EFf0000005pWb,2021-01-10,a00Ff000003X7BIIA0,HOU/DEL/0223/02943,YES
a0EFf0000005pWcMAI,005Ff000001F2fFIAS,a0EFf0000005pWc,2021-01-10,a00Ff000003X7BSIA0,HOU/DEL/0223/02953,YES
a0EFf0000005pWdMAI,005Ff000001F2fFIAS,a0EFf0000005pWd,2021-01-10,a00Ff000003X7AaIAK,HOU/DEL/0223/02899,YES
a0EFf0000005pWeMAI,005Ff000001F2fFIAS,a0EFf0000005pWe,2021-01-10,a00Ff000003X7BnIAK,HOU/DEL/0223/02974,YES
a0EFf0000005pWfMAI,005Ff000001F2fFIAS,a0EFf0000005pWf,2021-01-10,a00Ff000003X79oIAC,HOU/DEL/0223/02851,YES
a0EFf0000005pWgMAI,005Ff000001F2fFIAS,a0EFf0000005pWg,2021-01-10,a00Ff000003X79vIAC,HOU/DEL/0223/02858,YES
a0EFf0000005pWhMAI,005Ff000001F2fFIAS,a0EFf0000005pWh,2021-01-10,a00Ff000003X7CVIA0,HOU/DEL/0223/03018,YES
a0EFf0000005pWiMAI,005Ff000001F2fFIAS,a0EFf0000005pWi,2021-01-10,a00Ff000003QSOtIAO,HOU/DEL/0223/00057,YES
a0EFf0000005pWjMAI,005Ff000001F2fFIAS,a0EFf0000005pWj,2021-01-10,a00Ff000003X76CIAS,HOU/DEL/0223/03126,YES
a0EFf0000005pWkMAI,005Ff000001F2fFIAS,a0EFf0000005pWk,2021-01-10,a00Ff000003X764IAC,HOU/DEL/0223/03118,YES
a0EFf0000005pWlMAI,005Ff000001F2fFIAS,a0EFf0000005pWl,2021-01-10,a00Ff000003X76EIAS,HOU/DEL/0223/03128,YES
a0EFf0000005pWmMAI,005Ff000001F2fFIAS,a0EFf0000005pWm,2021-01-10,a00Ff000003X770IAC,HOU/DEL/0223/03176,YES
a0EFf0000005pWnMAI,005Ff000001F2fFIAS,a0EFf0000005pWn,2021-01-10,a00Ff000003X76zIAC,HOU/DEL/0223/03175,YES
a0EFf0000005pWoMAI,005Ff000001F2fFIAS,a0EFf0000005pWo,2021-01-10,a00Ff000003X76iIAC,HOU/DEL/0223/03158,YES
a0EFf0000005pWpMAI,005Ff000001F2fFIAS,a0EFf0000005pWp,2021-01-10,a00Ff000003X76uIAC,HOU/DEL/0223/03170,YES
a0EFf0000005pWqMAI,005Ff000001F2fFIAS,a0EFf0000005pWq,2021-01-10,a00Ff000003X76MIAS,HOU/DEL/0223/03136,YES
a0EFf0000005pWrMAI,005Ff000001F2fFIAS,a0EFf0000005pWr,2021-01-10,a00Ff000003X7DqIAK,HOU/DEL/0223/03101,YES
a0EFf0000005pWsMAI,005Ff000001F2fFIAS,a0EFf0000005pWs,2021-01-10,a00Ff000003X76yIAC,HOU/DEL/0223/03174,YES
a0EFf0000005pWtMAI,005Ff000001F2fFIAS,a0EFf0000005pWt,2021-01-10,a00Ff000003X7DiIAK,HOU/DEL/0223/03093,YES
a0EFf0000005pWuMAI,005Ff000001F2fFIAS,a0EFf0000005pWu,2021-01-10,a00Ff000003X763IAC,HOU/DEL/0223/03117,YES
a0EFf0000005pWvMAI,005Ff000001F2fFIAS,a0EFf0000005pWv,2021-01-10,a00Ff000003X77OIAS,HOU/DEL/0223/03200,YES
a0EFf0000005pWwMAI,005Ff000001F2fFIAS,a0EFf0000005pWw,2021-01-10,a00Ff000003X76lIAC,HOU/DEL/0223/03161,YES
a0EFf0000005pWxMAI,005Ff000001F2fFIAS,a0EFf0000005pWx,2021-01-10,a00Ff000003X762IAC,HOU/DEL/0223/03116,YES
a0EFf0000005pWyMAI,005Ff000001F2fFIAS,a0EFf0000005pWy,2021-01-10,a00Ff000003X7E9IAK,HOU/DEL/0223/03219,YES
a0EFf0000005pWzMAI,005Ff000001F2fFIAS,a0EFf0000005pWz,2021-01-10,a00Ff000003X7ECIA0,HOU/DEL/0223/03222,YES
a0EFf0000005pX0MAI,005Ff000001F2fFIAS,a0EFf0000005pX0,2021-01-10,a00Ff000003X7E5IAK,HOU/DEL/0223/03215,YES
a0EFf0000005pX1MAI,005Ff000001F2fFIAS,a0EFf0000005pX1,2021-01-10,a00Ff000003X7DxIAK,HOU/DEL/0223/03207,YES
a0EFf0000005pX2MAI,005Ff000001F2fFIAS,a0EFf0000005pX2,2021-01-10,a00Ff000003X7E1IAK,HOU/DEL/0223/03211,YES
a0EFf0000005pX3MAI,005Ff000001F2fFIAS,a0EFf0000005pX3,2021-07-23,a00Ff000003X6SNIA0,HOU/DEL/0223/01260,YES
a0EFf0000005pX4MAI,005Ff000001F2fFIAS,a0EFf0000005pX4,2021-07-23,a00Ff000003X6vXIAS,HOU/DEL/0223/02266,YES
a0EFf0000005pX5MAI,005Ff000001F2fFIAS,a0EFf0000005pX5,2021-07-23,a00Ff000003X6uQIAS,HOU/DEL/0223/02197,YES
a0EFf0000005pX6MAI,005Ff000001F2fFIAS,a0EFf0000005pX6,2021-07-23,a00Ff000003QPL8IAO,HOU/DEL/0223/00619,YES
a0EFf0000005pX7MAI,005Ff000001F2fFIAS,a0EFf0000005pX7,2021-07-23,a00Ff000003X76yIAC,HOU/DEL/0223/03174,YES
a0EFf0000005pX8MAI,005Ff000001F2fFIAS,a0EFf0000005pX8,2021-07-23,a00Ff000003X76MIAS,HOU/DEL/0223/03136,YES
a0EFf0000005pX9MAI,005Ff000001F2fFIAS,a0EFf0000005pX9,2021-07-23,a00Ff000003X7DqIAK,HOU/DEL/0223/03101,YES
a0EFf0000005pXAMAY,005Ff000001F2fFIAS,a0EFf0000005pXA,2021-07-23,a00Ff000003X6RsIAK,HOU/DEL/0223/01229,YES
a0EFf0000005pXBMAY,005Ff000001F2fFIAS,a0EFf0000005pXB,2021-07-23,a00Ff000003X6trIAC,HOU/DEL/0223/02162,YES
a0EFf0000005pXCMAY,005Ff000001F2fFIAS,a0EFf0000005pXC,2021-07-23,a00Ff000003X6SYIA0,HOU/DEL/0223/01271,YES
a0EFf0000005pXDMAY,005Ff000001F2fFIAS,a0EFf0000005pXD,2021-07-23,a00Ff000003X6tIIAS,HOU/DEL/0223/02127,YES
a0EFf0000005pXEMAY,005Ff000001F2fFIAS,a0EFf0000005pXE,2021-07-23,a00Ff000003X7CfIAK,HOU/DEL/0223/03028,YES
a0EFf0000005pXFMAY,005Ff000001F2fFIAS,a0EFf0000005pXF,2021-07-23,a00Ff000003X763IAC,HOU/DEL/0223/03117,YES
a0EFf0000005pXGMAY,005Ff000001F2fFIAS,a0EFf0000005pXG,2021-07-23,a00Ff000003X76CIAS,HOU/DEL/0223/03126,YES
a0EFf0000005pXHMAY,005Ff000001F2fFIAS,a0EFf0000005pXH,2021-07-23,a00Ff000003X6tmIAC,HOU/DEL/0223/02157,YES
a0EFf0000005pXIMAY,005Ff000001F2fFIAS,a0EFf0000005pXI,2021-07-23,a00Ff000003QPLLIA4,HOU/DEL/0223/00632,YES
a0EFf0000005pXJMAY,005Ff000001F2fFIAS,a0EFf0000005pXJ,2021-07-23,a00Ff000003X6vLIAS,HOU/DEL/0223/02254,YES
a0EFf0000005pXKMAY,005Ff000001F2fFIAS,a0EFf0000005pXK,2021-07-23,a00Ff000003X6QhIAK,HOU/DEL/0223/01156,YES
a0EFf0000005pXLMAY,005Ff000001F2fFIAS,a0EFf0000005pXL,2021-07-23,a00Ff000003X6vCIAS,HOU/DEL/0223/02245,YES
a0EFf0000005pXMMAY,005Ff000001F2fFIAS,a0EFf0000005pXM,2021-07-23,a00Ff000003X79cIAC,HOU/DEL/0223/02839,YES
a0EFf0000005pXNMAY,005Ff000001F2fFIAS,a0EFf0000005pXN,2021-07-23,a00Ff000003X76EIAS,HOU/DEL/0223/03128,YES
a0EFf0000005pXOMAY,005Ff000001F2fFIAS,a0EFf0000005pXO,2021-07-23,a00Ff000003X770IAC,HOU/DEL/0223/03176,YES
a0EFf0000005pXPMAY,005Ff000001F2fFIAS,a0EFf0000005pXP,2021-07-23,a00Ff000003QWFWIA4,HOU/DEL/0223/00675,YES
a0EFf0000005pXQMAY,005Ff000001F2fFIAS,a0EFf0000005pXQ,2021-07-23,a00Ff000003X7CVIA0,HOU/DEL/0223/03018,YES
a0EFf0000005pXRMAY,005Ff000001F2fFIAS,a0EFf0000005pXR,2021-07-23,a00Ff000003QWFfIAO,HOU/DEL/0223/00684,YES
a0EFf0000005pXSMAY,005Ff000001F2fFIAS,a0EFf0000005pXS,2021-07-23,a00Ff000003X6v8IAC,HOU/DEL/0223/02241,YES
a0EFf0000005pXTMAY,005Ff000001F2fFIAS,a0EFf0000005pXT,2021-07-23,a00Ff000003X76iIAC,HOU/DEL/0223/03158,YES
a0EFf0000005pXUMAY,005Ff000001F2fFIAS,a0EFf0000005pXU,2021-07-23,a00Ff000003X7AOIA0,HOU/DEL/0223/02887,YES
a0EFf0000005pXVMAY,005Ff000001F2fFIAS,a0EFf0000005pXV,2021-07-23,a00Ff000003X7BSIA0,HOU/DEL/0223/02953,YES
a0EFf0000005pXWMAY,005Ff000001F2fFIAS,a0EFf0000005pXW,2021-07-23,a00Ff000003X79oIAC,HOU/DEL/0223/02851,YES
a0EFf0000005pXXMAY,005Ff000001F2fFIAS,a0EFf0000005pXX,2021-07-23,a00Ff000003X6tyIAC,HOU/DEL/0223/02169,YES
a0EFf0000005pXYMAY,005Ff000001F2fFIAS,a0EFf0000005pXY,2021-07-23,a00Ff000003X7APIA0,HOU/DEL/0223/02888,YES
a0EFf0000005pXZMAY,005Ff000001F2fFIAS,a0EFf0000005pXZ,2021-07-23,a00Ff000003X7BnIAK,HOU/DEL/0223/02974,YES
a0EFf0000005pXaMAI,005Ff000001F2fFIAS,a0EFf0000005pXa,2021-07-23,a00Ff000003X6uTIAS,HOU/DEL/0223/02200,YES
a0EFf0000005pXbMAI,005Ff000001F2fFIAS,a0EFf0000005pXb,2021-07-23,a00Ff000003X6RFIA0,HOU/DEL/0223/01190,YES
a0EFf0000005pXcMAI,005Ff000001F2fFIAS,a0EFf0000005pXc,2021-07-23,a00Ff000003X6vFIAS,HOU/DEL/0223/02248,YES
a0EFf0000005pXdMAI,005Ff000001F2fFIAS,a0EFf0000005pXd,2021-07-23,a00Ff000003X7DxIAK,HOU/DEL/0223/03207,YES
a0EFf0000005pXeMAI,005Ff000001F2fFIAS,a0EFf0000005pXe,2021-07-23,a00Ff000003X762IAC,HOU/DEL/0223/03116,YES
a0EFf0000005pXfMAI,005Ff000001F2fFIAS,a0EFf0000005pXf,2021-07-23,a00Ff000003X798IAC,HOU/DEL/0223/02809,YES
a0EFf0000005pXgMAI,005Ff000001F2fFIAS,a0EFf0000005pXg,2021-07-23,a00Ff000003X76zIAC,HOU/DEL/0223/03175,YES
